,deezer_id,genres,id,name,popularity,genre
0,7912872,[tropical house],6gK1Uct5FEdaUWRWpU4Cl2,Petit Biscuit,71,tropical house
1,1188,[pop],04gDigrS5kc9YWfZHwBETP,Maroon 5,90,pop
2,14803,[],6xeFne1rkxMhKSW3ipvkdV,Toploader,63,
3,7218,"[grupera, latin, latin arena pop, latin pop, latin viral pop, mexican pop]",1Db5GsIoVWYktPoD2nnPZZ,Gloria Trevi,71,latin
4,5068032,"[dance pop, edm, pop, tropical house]",4bL2B6hmLlMWnUEZnorEtG,Felix Jaehn,76,pop
5,535490,"[deep hardstyle, hardstyle]",7IeovKzVkfcG9mIJGNzTcT,Ran-D,59,hardstyle
6,274673,[dutch pop],2d6W4cnC5XsVOaxtgaj9hA,Eva Simons,57,dutch pop
7,811481,"[alt-indie rock, garage rock, indie pop, indie rock, indietronica, modern alternative rock, modern rock, rock]",0Ak6DLKHtpR6TEEnmcorKA,The Vaccines,65,rock
8,1044914,"[french indie pop, french indietronica]",5KQuLhckFhcox1K9UCgLuV,Hyphen Hyphen,54,french indie pop
9,1518490,"[east coast hip hop, hip hop, pop, pop rap, rap, trap music]",13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,87,pop
10,5223,"[ccm, christian alternative rock, christian music, rock cristiano, world worship, worship]",74cb3MG0x0BOnYNW1uXYnM,Hillsong United,74,world worship
11,329951,"[banda, grupera, norteno, regional mexican, tejano]",0nnp7oJpY2J6yZOqtdKaWq,Duelo,68,regional mexican
12,1188758,"[big room, deep big room, edm, progressive house, progressive trance, trance, uplifting trance]",1UtBjqMZBAmqIPlDrKu7Tr,Andrew Rayel,62,edm
13,472353,"[cumbia, latin alternative]",5n9bMYfz9qss2VOW89EVs2,Bomba Estéreo,70,latin alternative
14,4905265,"[adoracao, brazilian gospel]",0pbjSAsHhPTgf9YQymeZdM,Heloisa Rosa,54,adoracao
15,5375338,"[adoracao, brazilian gospel, louvor]",2fxknIGrJpQ4Ii3eLS2JHf,Ministério Vineyard,49,adoracao
16,4789188,[],1eKT4nyBWQbYdHm19DrV2P,Juliano Son,56,
17,1511656,"[adoracao, brazilian gospel]",7FJXPSSrHgr0YDfeiQ63uk,Nívea Soares,54,adoracao
18,NA,[hollywood],2SmjZ060s1uBMud6afmImP,Sha Na Na,50,hollywood
19,15424,"[avant-garde jazz, bebop, contemporary jazz, contemporary post-bop, cool jazz, free jazz, jazz, jazz double bass, jazz fusion, vocal jazz]",5Pqc0ZFA20Y9zGJZ3ojUin,Charlie Haden,49,vocal jazz
20,6875,"[album rock, classic rock, dutch pop, dutch prog, dutch rock]",1iTlOqIrZy8DlvCPJY2sjS,Golden Earring,57,album rock
21,8136,"[compositional ambient, scorecore, soundtrack, video game music]",0s1ec6aPpRZ4DCj15w1EFg,Dario Marianelli,68,soundtrack
22,3618691,"[hebrew pop, israeli mediterranean, israeli pop, mizrahi]",1IAEef07H0fd9aA8aUHUlL,Omer Adam,58,israeli pop
23,1678249,"[dance pop, edm, pop, post-teen pop, r&b, tropical house]",5CCwRZC6euC8Odo6y9X8jr,Rita Ora,85,pop
24,4134208,"[hebrew pop, israeli mediterranean, israeli pop, mizrahi]",2l41Sv3AnIRnHYefzJHeY1,Shlomi Shabat,38,israeli pop
25,5234992,"[latin alternative, latin pop, rock en espanol]",2faVKByk0IA651ICKyYYOa,Jenny And The Mexicats,55,latin pop
26,12030,"[bossa nova, brazilian rock, forro, manguebeat, mpb, nova mpb, pernambuco alternative, samba]",4YLBdrR3DVSMncm785NH6C,Lenine,62,mpb
27,438567,"[deep german hip hop, german hip hop, german pop]",6VjbeCqoayiHYnefrisskv,Kay One,65,german hip hop
28,243657,"[axe, pagode, sertanejo, sertanejo universitario]",6VPRGmbZ0dupZrbwwEDRRw,Exaltasamba,65,pagode
29,468847,"[french folk pop, french reggae]",5ae40B5uvgZJJBArdMmRgA,HK & Les saltimbanks,37,french reggae
30,13020,"[francoton, french hip hop, french pop, rap conscient, trap francais]",5DW7NxqQ2875JtjuV7KMn4,Youssoupha,62,french hip hop
31,4792,[electro jazz],05tPwlpXpLFDlHIErC7bW9,Jehro,45,electro jazz
32,434,"[big room, brostep, dance pop, edm, electro house, house, pop, trance, tropical house]",2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,83,pop
33,632926,"[hip hop, pop rap, rap]",4LLpKhyESsyAXpc4laK94U,Mac Miller,87,rap
34,6058,"[alternative dance, brooklyn indie, dance-punk, indietronica, new rave]",57dN52uHvrHOxijzpIgu3E,Ratatat,68,indietronica
35,1671767,"[big room, dance pop, edm, electro house, progressive electro house, tropical house]",5fahUm8t5c0GIdeTq0ZaG8,Otto Knows,62,dance pop
36,1782,"[chanson, french pop]",0vmrFTWCwK3gFGDzeUzeMg,Patrick Bruel,59,chanson
37,939,"[french reggae, french rock, rap conscient]",7qiRNP9z0FhN63YcLmb8Ai,Stupeflip,54,french rock
38,4538892,"[adoracao, brazilian gospel, louvor]",03TpTPLRclj2iknzWXAXjP,Adhemar De Campos,44,adoracao
39,10192,[],6ThKRSpihtIxggE89U0fRb,Dante Thomas,44,
40,1538640,"[dance pop, girl group, pop, post-teen pop, r&b, talent show]",3e7awlrlDSwF3iM0WBjGMp,Little Mix,87,pop
41,29,"[chanson, francoton, french pop, french rock]",5Nq9MbzweBc5oL4WzsECx4,Calogero,60,chanson
42,416239,"[modern rock, rock]",53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,94,rock
43,8288,"[disco, funk, motown, post-disco, quiet storm, soul, urban contemporary]",3REpOYo13YkVj1dFzda12A,Shalamar,53,urban contemporary
44,17059,"[disco, electro, funk, post-disco, quiet storm, urban contemporary]",5uFqO7FceiE84xjEjFtQLX,Skyy,38,urban contemporary
45,2059,"[christmas, classic soul, jazz blues, memphis soul, soul, southern soul]",7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,75,soul
46,2555351,"[adoracao, folk brasileiro, louvor, world worship]",5gkNoT08CuWtH3NOwrdvrt,Marcela Tais,53,adoracao
47,183716,"[chamber pop, pop]",1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,79,pop
48,2046,"[dance pop, disco house, edm, electro house, filter house, house, pop, pop rap, tropical house, vocal house]",1bj5GrcLom5gZFF5t949Xl,Martin Solveig,70,pop
49,872257,"[deep pop edm, deep tropical house, tropical house]",6TlN75Ns66CyxBuZ7i3TK3,PANG!,51,tropical house
50,14289,"[francoton, french hip hop, rap conscient, trap francais]",1afjj7vSBkpIjkiJdSV6bV,Medine,56,french hip hop
51,5967050,"[dance pop, deep tropical house, edm, electro house, pop, tropical house]",20gsENnposVs2I4rQ5kvrf,Sam Feldt,73,pop
52,384131,"[deep euro house, german techno, minimal techno, tech house]",08Ut1tYxtmgIInVyQqohkM,Fritz Kalkbrenner,54,minimal techno
53,14256,[classic italian pop],1c0wBsDBu0NqpvxBqjYjZS,Al Bano And Romina Power,48,classic italian pop
54,282118,"[dance pop, edm, electro house, moombahton, pop, tropical house]",738wLrAtLtCtFOLvQBXOXp,Major Lazer,83,pop
55,904651,"[indie anthem-folk, indie folk]",1AgxgADPuRIW1wyaA4OKcB,Tom Rosenthal,63,indie folk
56,164,[latin pop],46lnlnlU0dXTDpoAUmH6Qx,Lou Bega,64,latin pop
57,249599,"[dance pop, pinoy hip hop, pop, pop rap, post-teen pop, r&b]",07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,85,pop
58,7213974,[pinoy hip hop],7juKTDFlPesGeWQ1GmjmOv,Silentó,56,pinoy hip hop
59,1195633,"[garage rock, indie rock, modern rock, rock]",1ctkBmvz80MGyi72Ix055S,Alex Turner,65,rock
60,1191615,"[francoton, trap francais]",3IW7ScrzXmPvZhB27hmfgy,Jul,73,trap francais
61,5866223,"[deep tropical house, edm, pop, tropical house]",7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,76,pop
62,450867,[irish singer-songwriter],4PLsMEk2DCRVlVL2a9aZAv,SOAK,53,irish singer-songwriter
63,112,"[latin, latin pop, salsa, tropical]",4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,81,latin
64,8650,"[latin, salsa, tropical]",4N5fp4zhTsVITZTVfsXpc2,Víctor Manuelle,66,latin
65,7508018,"[dance pop, deep tropical house, edm, pop, tropical house]",4ehtJnVumNf6xzSCDk8aLB,Martin Jensen,72,pop
66,7615,"[boogaloo, latin, mambo, panamanian pop, salsa, tropical]",1S0uvW1rgvtkNGma9su3fJ,Rey Ruiz,56,latin
67,6344194,[deep funk carioca],4maKTxhTIDEnWKra7wEIMR,MC Menor da VG,55,deep funk carioca
68,3,"[g funk, gangster rap, hip hop, pop rap, rap, west coast rap]",7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,85,rap
69,1154,"[classic soul, funk, motown, northern soul, quiet storm, soul]",3koiLjNrgRTNbOwViDipeA,Marvin Gaye,75,soul
70,2369,"[classic soul, funk, memphis soul, quiet storm, soul, soul blues, southern soul]",3dkbV4qihUeMsqN4vBGg93,Al Green,68,soul
71,397164,"[deep groove house, destroy techno, disco house, edm, house, pop, progressive house, tropical house]",61lyPtntblHJvA7FMMhi7E,Duke Dumont,68,pop
72,864595,"[neo mellow, pop, pop rock, post-teen pop, viral pop]",2oX42qP5ineK3hrhBECLmj,Andy Grammer,70,pop
73,1475862,[swedish soul],58jXqrbY8mAk006MNu3NCv,XOV,45,swedish soul
74,470005,[rock chapin],6Nc4k4Y5rX6YgnBsoXGJjG,Malacates Trebol Shop,47,rock chapin
75,5310944,"[afrobeats, afropop, azontobeats, nigerian hip hop]",1ixqGowpDM21RwyJmJ7hpv,Skales,50,afropop
76,4082352,[slovak hip hop],4gvBx2BxCJcy3Ysiih8AAG,Majk Spirit,47,slovak hip hop
77,7004075,"[hip hop, indie r&b, pop, pop rap, r&b, rap, trap music]",2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,81,pop
78,5847730,"[francoton, french pop]",4hHzZPvlU4rRbYnkXddpid,Marina Kaye,50,french pop
79,7966780,[fake],6NSiXQx9ncZXCPAuUAZxrd,See You Again,14,fake
80,16317,"[classic schlager, discofox, schlager, volksmusik]",5dXbkgq9goxRAwCFoNU9Dp,Andrea Berg,56,schlager
81,712271,"[latin, latin arena pop, latin pop, spanish pop]",5M9Bb4adKAgrOFOhc05Y50,Pablo Alborán,77,latin
82,92773,"[deep rai, francoton, french hip hop, rif, trap francais]",1GQ4ihUi4W36nt5ZKmtMgh,DJ Kayz,60,french hip hop
83,55667,"[bebop, big band, christmas, dixieland, jazz, jazz clarinet, new orleans jazz, ragtime, stride, swing]",1RsmXc1ZqW3WBs9iwxiSwk,Sidney Bechet,48,christmas
84,4505680,"[latin, latin pop, pop reggaeton, tropical]",3f4OfcNtgL9MLgiyOdIHC7,Jencarlos,58,latin
85,5095554,"[deep german hip hop, german hip hop]",0bMt8SJlp0gFRUufzifS05,K.I.Z,66,german hip hop
86,2210161,"[alternative pop rock, modern alternative rock, modern rock, rock]",1kDGbuxWknIKx4FlgWxiSp,Nothing But Thieves,71,rock
87,11,"[album rock, british invasion, classic rock, protopunk, rock]",22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,81,rock
88,311279,[],7598n51vAewRhWsNTYeSvU,LX Xander,35,
89,16446,"[discofox, german rock, schlager]",0cXE2SrE0M4Vn7F2NVzG6q,Mickie Krause,57,german rock
90,2255,"[alternative metal, alternative rock, funk metal, funk rock, grunge, hard rock, nu metal, post-grunge, rap metal, rap rock, rock]",6GbCJZrI318Ybm8mY36Of5,Faith No More,64,rock
91,319178,"[bachata, latin]",6lt3lJcAlHKrDfDZuKscZd,Vena,36,latin
92,378392,"[francoton, french pop]",5gNYKVooIJ94WPmhZXbKMz,Colonel Reyel,46,french pop
93,808980,"[electronic, future garage, indie r&b, indietronica, new rave]",7A0awCXkE1FtSU8B0qwOJQ,Jamie xx,64,indie r&b
94,569,"[alternative rock, garage rock, indie rock, modern rock, permanent wave, rock]",0epOFNiUfyON9EYx7Tpr6V,The Strokes,75,rock
95,149013,"[album rock, art rock, blues, blues-rock, british blues, classic rock, electric blues, folk rock, hard rock, mellow gold, psychedelic rock, rock, roots rock, soft rock, southern rock]",2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos,62,rock
96,30,"[big room, disco house, edm, electro house, house, progressive electro house, progressive house, vocal house]",5sm0jQ1mq0dusiLtDJ2b4R,Eric Prydz,66,edm
97,312131,"[axe, pagode, sertanejo, sertanejo universitario]",3V7U1x0TRBn7spzHDQiZhi,Jeito Moleque,59,pagode
98,1635202,[tracestep],0UdoKjWIe3tHyiqc4qT3Oz,OMFG,57,tracestep
99,724,"[edm, electro house]",4Ws2otunReOa6BbwxxpCt6,Benny Benassi,64,edm
100,58801,"[electro swing, nu jazz, trip hop, turntablism]",6vgw0jwJkUnW2NR1rzsQU3,Chinese Man,57,trip hop
101,1197801,[chamber pop],44TGR1CzjKBxSHsSEy7bi9,Woodkid,60,chamber pop
102,7196368,"[dance pop, r&b, urban contemporary]",7EjxNoVjXo7gL73F2EdXVA,Empire Cast,63,dance pop
103,1655,[],4kDmwaDsfY9hcvz7K0otLJ,Syd Matters,50,
104,5049073,"[abstract hip hop, alternative hip hop, hardcore hip hop, hip hop, turntablism]",2efzHZrUGhawnSOTpyAHOQ,Deltron 3030,49,hip hop
105,531,"[album rock, classic rock, glam metal, hard rock, metal, rock, sleaze rock]",0cc6vw3VN8YlIcvr1v7tBL,Mötley Crüe,69,rock
106,58585,"[latin alternative, latin rock, mexican rock, rock en espanol]",6IdtcAwaNVAggwd6sCKgTI,Zoé,74,rock en espanol
107,815,"[belgian indie, belgian pop, chanson, french pop]",3gX7V7VCwOBz90t62hQHMw,Axelle Red,47,chanson
108,836,[latin pop],2Asr5Otk5aKK272pK4ocG2,Jeanette,54,latin pop
109,4033308,"[brazilian electronica, brazilian hip hop, brazilian rock, deep funk carioca, manguebeat]",0iUdFhwiXjGQWAt9yXPP1T,ConeCrewDiretoria,60,brazilian rock
110,705,"[modern rock, permanent wave, piano rock, post-grunge, rock]",12Chz98pHFMPJEknJQMWvI,Muse,83,rock
111,369,"[indie pop, indie poptimism, indietronica, modern alternative rock, modern rock, vapor soul]",5ApQnMT6oR8eLguf24xb9S,Foreign Air,62,modern rock
112,4023815,"[dance pop, gauze pop, pop, tropical house]",5vBSrE1xujD2FXYRarbAXc,Years & Years,76,pop
113,1834,"[canadian folk, folk, folk rock, folk-pop, melancholia, permanent wave, singer-songwriter, traditional folk]",5l8VQNuIg0turYE1VtM9zV,Leonard Cohen,69,folk-pop
114,5312909,[],2X2ePjwsB7PMG1FbbbLK6C,Soviet Suprem,38,
115,5288900,"[francoton, french hip hop, german hip hop, trap francais]",7CUFPNi1TU8RowpnFRSsZV,Niska,73,french hip hop
116,162665,"[french hip hop, trap francais]",2kXKa3aAFngGz2P4GjG5w2,SCH,77,french hip hop
117,3469,"[australian dance, australian pop, dance pop, pop]",5WUlDfRSoLAfcVSX1WnrxN,Sia,90,pop
118,1315400,"[latin christian, latin worship]",6slyJwua5e5GuhuP82sTHR,Alex Campos,61,latin worship
119,846,"[chanson, french pop, french rock]",6xoAWsIOZxJVPpo7Qvqaqv,Bénabar,55,chanson
120,65,"[dance pop, pop, r&b, urban contemporary]",4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,82,pop
121,1481474,"[deep german hip hop, german hip hop]",69u5rPwWBKP7pJHpCGB9O5,MoTrip,66,german hip hop
122,384133,"[deep euro house, deep melodic euro house, house, minimal tech house, minimal techno, tech house, tropical house]",6XJeFzmI6vrWyHcdB7EImP,Andhim,54,tropical house
123,5497121,"[francoton, rap conscient]",5mmEMfYChd6MImBagU7zCs,Bigflo & Oli,67,francoton
124,4087782,"[arabic hip hop, francoton, french hip hop, rap maroc, trap francais]",7DUTsWY3RBd64vh8UtgtYA,Lacrim,71,french hip hop
125,4776924,[colombian hip hop],6wcHZUQ0rNcvv35os6xUQA,Afaz Natural,54,colombian hip hop
126,453060,"[electropop, metropopolis, vapor pop]",6zyPKJ4ePhYLsBEy4A6BVX,Kaleida,48,electropop
127,1635715,"[alternative hip hop, canadian modern jazz, dark jazz, escape room, hip hop, indie r&b, indietronica]",65dGLGjkw3UbddUg2GKQoZ,BADBADNOTGOOD,64,hip hop
128,5021724,"[neo mellow, pop, viral pop]",2TL8gYTNgD6nXkyuUdDrMg,Jasmine Thompson,72,pop
129,73,"[conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap]",20qISvAhX20dpIbOOzGK3q,Nas,75,rap
130,8384,"[album rock, glam metal, hard rock, rock]",28pS8WVbFstY0o1SrqCf8I,Firehouse,56,rock
131,8839,"[east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap]",30fiiwr2EeZp1tAhzYCmyM,Big L,59,rap
132,2169401,"[deep german hip hop, german hip hop]",5p7mWeX4RlvqBCxylfiXdE,KC Rebell,68,german hip hop
133,791,"[scorecore, soundtrack, video game music]",0Xk15jHKly4c3AhPr5vjoA,Alan Silvestri,64,soundtrack
134,1702207,"[sertanejo, sertanejo pop, sertanejo universitario]",7ABjmCErFBTzoGMVoQc2Sh,Thaeme & Thiago,60,sertanejo universitario
135,5286,"[alternative metal, nu metal, post-grunge, rap rock]",5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,75,post-grunge
136,725,"[latin, latin hip hop, pop, reggaeton, tropical]",33ScadVnbm2X8kkUqOkC6Z,Don Omar,79,pop
137,176977,"[dance pop, electro latino, latin, latin pop, pop, tropical]",1ackd5XprZEkH3McKbQD51,Juan Magán,78,pop
138,687,"[album rock, classic rock, comic, glam metal, glam rock, hard rock, metal, protopunk, rock]",3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,65,rock
139,4146,"[bubble trance, eurodance]",27IuDZNaLuEtupD8QZftiZ,Ian van Dahl,47,eurodance
140,3233,"[conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, old school hip hop, rap]",6Mo9PoU6svvhgEum7wh2Nd,Public Enemy,59,rap
141,1406,"[bebop, contemporary post-bop, cool jazz, funk, instrumental funk, jazz, jazz funk, jazz fusion, jazz piano, soul jazz, vocal jazz]",2ZvrvbQNrHKwjT7qfGFFUW,Herbie Hancock,60,funk
142,3452,"[acid jazz, downtempo, electro swing, nu jazz]",65EXuYHVoehCKqp0kOS6px,Parov Stelar,67,nu jazz
143,5175734,"[french hip hop, rap conscient, trap francais]",3CnCGFxXbOA8bAK54jR8js,Vald,73,french hip hop
144,198,"[canadian pop, dance pop]",4S9EykWXhStSc15wEx8QFK,Céline Dion,77,dance pop
145,1222,"[chicano rap, gangster rap, hardcore hip hop, hip hop, rap, rap rock, west coast rap]",4P0dddbxPil35MNN9G2MEX,Cypress Hill,71,rap
146,5923389,[],1sr9tfI7nXNsh1YPTsPZcn,Dom M,31,
147,3265001,"[big room, dance pop, edm, electro house, pop, pop rap, tropical house]",4sTQVOfp9vEMCemLw50sbu,Galantis,77,pop
148,132125,[],3aSTe6gzR3XChH1wcLfhmD,Pyramid,51,
149,10574,"[dancehall, dub, lovers rock, reggae, reggae fusion, roots reggae]",1VJspRsoC6c0bvqhnSiFCs,Ini Kamoze,59,dancehall
150,8027789,[],3eYdC5PNEucc0MSxEByhsx,Александр Рыбак,11,
151,402,"[emo, modern rock, pop punk]",20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,88,modern rock
152,6089698,"[dance pop, edm, electronic trap, tropical house]",3tLYpanVDomWAZqF82NPds,Vigiland,70,dance pop
153,629,"[east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap]",2WKdxPFRD7IqZvlIAvhMgY,Fugees,69,rap
154,304624,[],1SpzQuXJJE3ybYH4ej5D5F,Ayna,39,
155,8045535,"[boston hip hop, deep underground hip hop, rap, southern hip hop, trap music, underground hip hop, vapor trap]",0KpCz7V5XRkqKuM1JDf56O,Cousin Stizz,59,rap
156,1068,"[alternative dance, alternative rock, dance-punk, garage rock, indie rock, indietronica, modern blues rock, modern rock, new rave, punk blues, rock]",5BYuBzqmTXwUDw2rYkwExr,The Kills,59,rock
157,1563138,[danish pop],25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,82,danish pop
158,4237,"[adult standards, brill building pop, christmas, motown, rock-and-roll, rockabilly, soul]",4xls23Ye9WR9yy3yYMpAMm,Little Richard,60,soul
159,1073,"[gothic metal, gothic symphonic metal, power metal, symphonic metal]",3hE8S8ohRErocpkY7uJW4a,Within Temptation,66,power metal
160,5103,"[funk, indie r&b, neo soul, r&b, soul, urban contemporary]",6g0Wah2YFtb1rFgKhUktlo,Raphael Saadiq,57,r&b
161,501825,"[dance pop, electropop, gauze pop, indie poptimism, pop]",100sLnojEpcadRx4edEBA6,Zella Day,60,pop
162,397781,"[chamber pop, folk-pop, freak folk, indie folk, indie pop, new weird america, stomp and holler, toronto indie]",7HeVXdOdMhLslVputGTZFQ,Timber Timbre,52,folk-pop
163,12066,"[folk metal, german metal, german rock, medieval rock, neue deutsche harte]",544X9aDcwFDSon8HevRcqg,Subway To Sally,46,german rock
164,4495513,"[pop, pop rap, rap]",0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,96,pop
165,6699381,"[edm, electro house, pop]",1HxJeLhIuegM3KgvPn8sTa,Jack Ü,69,pop
166,17000,"[alternative metal, nu metal, pop punk, post-grunge, rap metal, rap rock, screamo]",0CEFCo8288kQU7mJi25s6E,Hollywood Undead,74,post-grunge
167,1399,"[afropop, mande pop, world]",0VVnWF3KNaa5O7ESohKhAx,Salif Keita,50,afropop
168,183976,[indie r&b],1fUMEn4Yk7ZUloozE0fRLL,Jamie Woon,53,indie r&b
169,15427,"[detroit hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap music]",0c173mlxpT3dSFRgMO8XPh,Big Sean,85,pop
170,4674,"[chanson, ye ye]",5yyYswdvKadmf03amOvBDx,Gerard Lenorman,46,chanson
171,2839351,[francoton],2FJCmpH5MfUCIquZWSTDPh,Makassy,40,francoton
172,4777938,"[grime, uk drill, uk hip hop]",31lnFZEM6ysvjOx59VyxRE,Krept & Konan,66,grime
173,3873,"[latin, latin pop, tropical]",1JbemQ1fPt2YmSLjAFhPBv,Chayanne,73,latin
174,358580,"[dance pop, electro latino, latin, latin hip hop, latin pop, pop, pop reggaeton, reggaeton, tropical]",5NS0854TqZQVoRmJKSWtFZ,Chino & Nacho,66,pop
175,2831,"[dance pop, disco, new romantic, new wave pop, soft rock]",2jS7I1u7BpgWT9ssG62Zr1,Lisa Stansfield,62,dance pop
176,259569,[francoton],63hFhXYW3r2q8uW2Rf3LUw,H Magnum,52,francoton
177,1327,"[alternative metal, funk metal, groove metal, nu metal, post-grunge, rap metal, rap rock, rock]",3RNrq3jvMZxD9ZyoOZbQOD,Korn,74,rock
178,2978,"[alternative metal, canadian metal, canadian rock, nu metal, pop punk, post-grunge]",2xiIXseIJcq3nG7C8fHeBj,Three Days Grace,77,post-grunge
179,67835,"[german soundtrack, scorecore, soundtrack, video game music]",1hCkSJcXREhrodeIHQdav8,Ramin Djawadi,74,soundtrack
180,363472,"[deep german hip hop, german hip hop]",2JwyRtuXf2l6sTnSnGVIa1,Farid Bang,73,german hip hop
181,2792,"[dance pop, latin, latin pop, mexican pop, pop, pop quebecois, tropical]",7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,80,pop
182,1059594,"[colombian pop, cumbia, latin, latin pop]",49Z1AvGeUaBSanPaOmplK6,Andrés Cepeda,67,latin
183,7420680,[modern blues],3qnGvpP8Yth1AqSBMqON5x,Leon Bridges,75,modern blues
184,6329070,"[francoton, french hip hop, trap francais]",2jFnPm8VeSO19i6B8blXB5,Abou Debeing,58,french hip hop
185,382937,"[dance pop, hip pop, pop, pop rap]",0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,94,pop
186,410683,"[latin christian, rock cristiano]",29SeiO68HQHBs7pDdWOvvX,Jesús Adrián Romero,69,latin christian
187,146350,"[crunk, dirty south rap, gangster rap, pop rap, rap, southern hip hop, trap music]",3ciRvbBIVz9fBoPbtSYq4x,Lil Jon & The East Side Boyz,65,rap
188,8145492,"[sertanejo, sertanejo pop, sertanejo universitario]",70x9rYb58QCNNeNxuO3StS,Bruno & Barretto,60,sertanejo universitario
189,1624705,"[sertanejo, sertanejo pop, sertanejo universitario]",3gIjloYbc9H6KkxKwZqExd,Conrado & Aleksandro,54,sertanejo universitario
190,11134,"[dance pop, indie r&b, pop, pop rap, r&b, southern hip hop, urban contemporary]",2iojnBLj0qIMiKPvVhLnsH,Trey Songz,79,pop
191,3120261,[sertanejo universitario],2Z0lRIqr997lIUiPtrpKCr,Matheus & Kauan,79,sertanejo universitario
192,6497915,[],21awtqLKtpq0KBAGZEHCUg,Los Grumos,24,
193,408,"[alternative rock, anti-folk, garage rock, indie rock, modern rock, permanent wave, pop rock, rock]",3vbKDsSS70ZX9D2OcvbZmS,Beck,70,rock
194,259767,"[electro swing, nu jazz]",37J1PlAkhRK7yrZUtqaUpQ,Caravan Palace,65,nu jazz
195,175,"[dance rock, disco, europop, mellow gold, new romantic, new wave, new wave pop, rock, soft rock, synthpop]",0NKDgy9j66h3DLnN8qu1bB,Eurythmics,71,rock
196,7018,[french pop],2UhQHcRXyVTc6IO0bFIRh3,DJ Abdel,37,french pop
197,1371731,"[dirty south rap, hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop]",0ONHkAv9pCAFxb0zJwDNTy,Pusha T,76,rap
198,372781,"[drum and bass, liquid funk]",5TgQ66WuWkoQ2xYxaSTnVP,Netsky,65,drum and bass
199,35,"[canadian pop, candy pop, dance pop, pop, post-teen pop]",0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,80,pop
200,263731,"[sertanejo, sertanejo pop, sertanejo universitario]",0NsJZ5PMjqghGDuMzY7CuT,Marcos & Belutti,73,sertanejo universitario
201,457763,"[dance pop, latin, latin hip hop, latin pop, pop, pop reggaeton, reggaeton, tropical]",3ATyg4fGC9F8trfb0GRWmX,Joey Montana,68,pop
202,8094,"[chamber pop, indie folk, ninja]",2t9yJDJIEtvPmr2iRIdqBf,Fink,57,chamber pop
203,2425,"[dub, reggae, roots reggae, ska]",3rJ3m1tM6vUgiWLjfV8sRf,Jimmy Cliff,61,roots reggae
204,476,"[acid jazz, big beat, downtempo, electro swing, electronic, ninja, nu jazz, trip hop, turntablism]",2B0PgHZi2zaDqjKe86Gaip,Mr. Scruff,48,electronic
205,2108,"[downtempo, electronic, indietronica, ninja, nu jazz, trip hop]",0cmWgDlu9CwTgxPhf403hb,Bonobo,69,indietronica
206,152798,"[electrofox, filter house, french indie pop, french indietronica, new rave]",6buUuVTdxxAe5ODJtKZ4hP,The Shoes,42,french indie pop
207,365664,"[dance pop, indie r&b, pop, pop rap, r&b, rap, urban contemporary]",360IAlyVv4PCEVjgyMZrxK,Miguel,82,pop
208,4549214,"[modern alternative rock, modern rock, pop, pop rock, stomp pop]",3NPpFNZtSTHheNBaWC82rB,X Ambassadors,77,pop
209,8187822,[brazilian hip hop],4wf75IjMXOQtliNjqy40Lq,Modéstia Parte,45,brazilian hip hop
210,14691,"[brazilian rock, mpb, rock gaucho]",0GNq4xh8uFCyihPurnunf7,Engenheiros Do Hawaii,66,mpb
211,3187,"[downtempo, ninja, nu jazz, trip hop]",32ogthv0BdaSMPml02X9YB,The Cinematic Orchestra,64,trip hop
212,13570,"[alternative dance, dance-punk, electronic, electropop, garage rock, indie rock, indietronica, modern rock, new rave]",54QMjE4toDfiCryzYWCpXX,Metronomy,63,modern rock
213,8198066,[tracestep],7kANMNctYR16urrVo7GTSR,Deaf Kev,52,tracestep
